"","taxonomy"
"ASV_10212","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_10212"
"ASV_10213","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;NA;ASV_10213"
"ASV_10214","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_10214"
"ASV_10215","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;ASV_10215"
"ASV_10216","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;ASV_10216"
"ASV_10217","Bacteria;Proteobacteria;Gammaproteobacteria;WD260;NA;NA;ASV_10217"
"ASV_10218","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_10218"
"ASV_10219","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_10219"
"ASV_1022","Bacteria;Armatimonadota;NA;NA;NA;NA;ASV_1022"
"ASV_10220","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_10220"
"ASV_10221","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_10221"
"ASV_10222","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_10222"
"ASV_10223","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_10223"
"ASV_10224","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_10224"
"ASV_10225","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_10225"
"ASV_10226","Bacteria;NA;NA;NA;NA;NA;ASV_10226"
"ASV_10227","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_10227"
"ASV_10228","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;NA;ASV_10228"
"ASV_10229","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10229"
"ASV_1023","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_1023"
"ASV_10230","Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;NA;ASV_10230"
"ASV_10231","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10231"
"ASV_10232","Bacteria;NA;NA;NA;NA;NA;ASV_10232"
"ASV_10233","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_10233"
"ASV_10234","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;NA;NA;ASV_10234"
"ASV_10235","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_10235"
"ASV_10236","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_10236"
"ASV_10237","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_10237"
"ASV_10238","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_10238"
"ASV_10239","Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;NA;NA;ASV_10239"
"ASV_1024","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;ASV_1024"
"ASV_10240","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Telmatobacter;ASV_10240"
"ASV_10241","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;ASV_10241"
"ASV_10242","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10242"
"ASV_10243","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;ASV_10243"
"ASV_10244","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Homoserinimonas;ASV_10244"
"ASV_10245","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_10245"
"ASV_10246","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;PMMR1;ASV_10246"
"ASV_10247","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10247"
"ASV_10248","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;ASV_10248"
"ASV_10249","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_10249"
"ASV_1025","Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;ASV_1025"
"ASV_10250","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus Xiphinematobacter;ASV_10250"
"ASV_10251","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;NA;ASV_10251"
"ASV_10252","Bacteria;Proteobacteria;NA;NA;NA;NA;ASV_10252"
"ASV_10253","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_10253"
"ASV_10254","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_10254"
"ASV_10255","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10255"
"ASV_10256","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_10256"
"ASV_10257","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;ASV_10257"
"ASV_10258","Bacteria;NA;NA;NA;NA;NA;ASV_10258"
"ASV_10259","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;ASV_10259"
"ASV_1026","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_1026"
"ASV_10260","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10260"
"ASV_10261","Bacteria;WPS-2;NA;NA;NA;NA;ASV_10261"
"ASV_10262","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;ASV_10262"
"ASV_10263","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_10263"
"ASV_10264","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10264"
"ASV_10265","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;ASV_10265"
"ASV_10266","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;ASV_10266"
"ASV_10267","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_10267"
"ASV_10268","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_10268"
"ASV_10269","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10269"
"ASV_1027","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_1027"
"ASV_10270","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_10270"
"ASV_10271","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_10271"
"ASV_10272","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10272"
"ASV_10273","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_10273"
"ASV_10274","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_10274"
"ASV_10275","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10275"
"ASV_10276","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_10276"
"ASV_10277","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10277"
"ASV_10278","Bacteria;NA;NA;NA;NA;NA;ASV_10278"
"ASV_10279","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_10279"
"ASV_1028","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_1028"
"ASV_10280","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_10280"
"ASV_10281","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_10281"
"ASV_10282","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_10282"
"ASV_10283","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10283"
"ASV_10284","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_10284"
"ASV_10285","Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;ASV_10285"
"ASV_10286","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;ASV_10286"
"ASV_10287","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_10287"
"ASV_10288","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10288"
"ASV_10289","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_10289"
"ASV_1029","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_1029"
"ASV_10290","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;ASV_10290"
"ASV_10291","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_10291"
"ASV_10292","Bacteria;NA;NA;NA;NA;NA;ASV_10292"
"ASV_10293","Bacteria;NA;NA;NA;NA;NA;ASV_10293"
"ASV_10294","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;NA;NA;ASV_10294"
"ASV_10295","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_10295"
"ASV_10296","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 15;NA;NA;ASV_10296"
"ASV_10297","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10297"
"ASV_10298","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_10298"
"ASV_10299","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidipila-Silvibacterium;ASV_10299"
"ASV_103","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_103"
"ASV_1030","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_1030"
"ASV_10300","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;NA;ASV_10300"
"ASV_10301","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10301"
"ASV_10302","Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;NA;ASV_10302"
"ASV_10303","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_10303"
"ASV_10304","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;ASV_10304"
"ASV_10305","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_10305"
"ASV_10306","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10306"
"ASV_10307","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_10307"
"ASV_10308","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10308"
"ASV_10309","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;NA;ASV_10309"
"ASV_1031","Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;ASV_1031"
"ASV_10310","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10310"
"ASV_10311","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10311"
"ASV_10312","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10312"
"ASV_10313","Bacteria;RCP2-54;NA;NA;NA;NA;ASV_10313"
"ASV_10314","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_10314"
"ASV_10315","Bacteria;Actinobacteriota;Actinobacteria;Elev-16S-976;NA;NA;ASV_10315"
"ASV_10316","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-2;ASV_10316"
"ASV_10317","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_10317"
"ASV_10318","Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;NA;ASV_10318"
"ASV_10319","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10319"
"ASV_1032","Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;ASV_1032"
"ASV_10320","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_10320"
"ASV_10321","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_10321"
"ASV_10322","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_10322"
"ASV_10323","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10323"
"ASV_10324","Bacteria;NA;NA;NA;NA;NA;ASV_10324"
"ASV_10325","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10325"
"ASV_10326","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_10326"
"ASV_10327","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_10327"
"ASV_10328","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_10328"
"ASV_10329","Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;ASV_10329"
"ASV_1033","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;ASV_1033"
"ASV_10330","Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;ASV_10330"
"ASV_10331","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_10331"
"ASV_10332","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10332"
"ASV_10333","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_10333"
"ASV_10334","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_10334"
"ASV_10335","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_10335"
"ASV_10336","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10336"
"ASV_10337","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10337"
"ASV_10338","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_10338"
"ASV_10339","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;ASV_10339"
"ASV_1034","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_1034"
"ASV_10340","Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;ASV_10340"
"ASV_10341","Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans;ASV_10341"
"ASV_10342","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tibeticola;ASV_10342"
"ASV_10343","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10343"
"ASV_10344","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_10344"
"ASV_10345","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_10345"
"ASV_10346","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10346"
"ASV_10347","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_10347"
"ASV_10348","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Occallatibacter;ASV_10348"
"ASV_10349","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_10349"
"ASV_1035","Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;ASV_1035"
"ASV_10350","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10350"
"ASV_10351","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;NA;ASV_10351"
"ASV_10352","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_10352"
"ASV_10353","Bacteria;Actinobacteriota;Coriobacteriia;FS118-23B-02;NA;NA;ASV_10353"
"ASV_10354","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_10354"
"ASV_10355","Bacteria;Actinobacteriota;Coriobacteriia;FS118-23B-02;NA;NA;ASV_10355"
"ASV_10356","Bacteria;NA;NA;NA;NA;NA;ASV_10356"
"ASV_10357","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10357"
"ASV_10358","Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;ASV_10358"
"ASV_10359","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10359"
"ASV_1036","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_1036"
"ASV_10360","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10360"
"ASV_10361","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_10361"
"ASV_10362","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_10362"
"ASV_10363","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_10363"
"ASV_10364","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_10364"
"ASV_10365","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;NA;ASV_10365"
"ASV_10366","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10366"
"ASV_10367","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_10367"
"ASV_10368","Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;ASV_10368"
"ASV_10369","Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;ASV_10369"
"ASV_1037","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_1037"
"ASV_10370","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10370"
"ASV_10371","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_10371"
"ASV_10372","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_10372"
"ASV_10373","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_10373"
"ASV_10374","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_10374"
"ASV_10375","Bacteria;TX1A-33;NA;NA;NA;NA;ASV_10375"
"ASV_10376","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_10376"
"ASV_10377","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_10377"
"ASV_10378","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_10378"
"ASV_10379","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_10379"
"ASV_1038","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_1038"
"ASV_10380","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_10380"
"ASV_10381","Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;ASV_10381"
"ASV_10382","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;NA;ASV_10382"
"ASV_10383","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_10383"
"ASV_10384","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10384"
"ASV_10385","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10385"
"ASV_10386","Bacteria;Chloroflexi;Anaerolineae;SJA-15;NA;NA;ASV_10386"
"ASV_10387","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10387"
"ASV_10388","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_10388"
"ASV_10389","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10389"
"ASV_1039","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_1039"
"ASV_10390","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;ASV_10390"
"ASV_10391","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10391"
"ASV_10392","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_10392"
"ASV_10393","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_10393"
"ASV_10394","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;NA;ASV_10394"
"ASV_10395","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10395"
"ASV_10396","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium;ASV_10396"
"ASV_10397","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;G12-WMSP1;ASV_10397"
"ASV_10398","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_10398"
"ASV_10399","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10399"
"ASV_104","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_104"
"ASV_1040","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_1040"
"ASV_10400","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_10400"
"ASV_10401","Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;ASV_10401"
"ASV_10402","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_10402"
"ASV_10403","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10403"
"ASV_10404","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_10404"
"ASV_10405","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_10405"
"ASV_10406","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_10406"
"ASV_10407","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_10407"
"ASV_10408","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_10408"
"ASV_10409","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_10409"
"ASV_1041","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_1041"
"ASV_10410","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-2;ASV_10410"
"ASV_10411","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_10411"
"ASV_10412","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_10412"
"ASV_10413","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_10413"
"ASV_10414","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_10414"
"ASV_10415","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_10415"
"ASV_10416","Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;ASV_10416"
"ASV_10417","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_10417"
"ASV_10418","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_10418"
"ASV_10419","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_10419"
"ASV_1042","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_1042"
"ASV_10420","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_10420"
"ASV_10421","Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;ASV_10421"
"ASV_10422","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;ASV_10422"
"ASV_10423","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_10423"
"ASV_10424","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10424"
"ASV_10425","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_10425"
"ASV_10426","Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;ASV_10426"
"ASV_10427","Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;ASV_10427"
"ASV_10428","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_10428"
"ASV_10429","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_10429"
